indexA,indexB,label,sim,dist,preds
16768,16107,1,0.9995347261428833,9267.423828125,1
23299,32,0,-0.04856356233358383,8280.896484375,0
16931,18231,1,0.9998628497123718,662.1067504882812,1
22589,254,0,-0.03418399393558502,7077.587890625,0
26395,29927,1,0.9997289180755615,363.3333435058594,1
14177,12923,1,0.9999345541000366,1247.088623046875,1
25329,26737,1,0.9997550845146179,3325.725341796875,1
6302,7326,1,0.9997078776359558,77.24072265625,1
1486,3451,1,0.9997917413711548,1078.1785888671875,1
15897,19746,1,0.9995502233505249,2045.7100830078125,1
17586,19524,1,0.9977381825447083,5211.40625,1
22630,18040,0,-0.031355515122413635,11211.6298828125,0
11682,7204,0,-0.04168332368135452,5377.7529296875,0
3878,2805,1,0.9996669292449951,223.9636993408203,1
9898,1867,0,-0.025321513414382935,7075.951171875,0
2557,3870,1,0.9938545227050781,1632.9591064453125,1
22067,28419,0,-0.05938386172056198,7984.9482421875,0
25554,10214,0,-0.02157367393374443,9554.4306640625,0
5964,17723,0,-0.03253393620252609,9720.646484375,0
15453,16161,1,0.999155580997467,468.59613037109375,1
21341,21303,1,0.9998822808265686,1280.615478515625,1
1276,6849,0,-0.048861660063266754,2515.194580078125,0
25926,25594,1,0.9998393654823303,4675.74462890625,1
15985,17140,1,0.9997308850288391,1523.562255859375,1
20917,16610,0,-0.030209563672542572,7873.4208984375,0
21797,24152,1,0.9994449019432068,622.2089233398438,1
21946,19852,0,-0.02717210352420807,3749.356689453125,0
20569,22517,1,0.9997531771659851,568.6565551757812,1
28855,29572,1,0.9987100958824158,4207.32275390625,1
9172,15336,0,-0.04285179823637009,6742.20361328125,0
26288,27254,1,0.9995906949043274,384.23992919921875,1
6928,9531,1,0.9999547004699707,948.091796875,1
21601,3755,0,-0.037593599408864975,7020.59375,0
3682,1111,1,0.9995436668395996,804.3316040039062,1
2069,27654,0,-0.04293012619018555,6406.60107421875,0
27304,15628,0,-0.026895299553871155,12004.3916015625,0
28111,25560,1,0.999032199382782,1506.9251708984375,1
11953,10705,1,0.9980894923210144,1815.9031982421875,1
15251,7406,0,-0.026500530540943146,7018.603515625,0
26393,19712,0,-0.029559792950749397,10870.2802734375,0
478,19706,0,-0.045845646411180496,10783.697265625,0
20897,273,0,0.05735943466424942,4737.08984375,0
17185,19790,1,0.9990274906158447,9449.103515625,1
8542,10174,0,-0.05371548607945442,7176.78271484375,0
19901,18674,1,0.9995239973068237,6000.22509765625,1
19775,17903,1,0.9998610615730286,1248.847412109375,1
2639,10159,0,0.056995928287506104,5396.23974609375,0
29611,27355,1,0.9998130798339844,936.5764770507812,1
29710,23737,0,-0.043308671563863754,6867.8740234375,0
23469,17660,0,-0.04274752736091614,5958.859375,0
23461,24112,1,0.9991843104362488,2470.782470703125,1
27471,29691,1,0.999708890914917,3228.720703125,1
26699,28232,1,0.9998405575752258,2756.2646484375,1
7405,6323,1,0.9997138977050781,1023.40185546875,1
20645,20955,1,0.9991296529769897,1478.8948974609375,1
16120,5894,0,-0.032454926520586014,6307.36474609375,0
27253,24535,0,-0.023258361965417862,4291.65869140625,0
9554,6544,1,0.9998480081558228,2381.079345703125,1
11582,13695,1,0.9999958872795105,30.509357452392578,1
29897,27606,1,0.999271810054779,1525.597900390625,1
11134,18438,0,-0.04219535365700722,12594.984375,0
18581,27118,0,-0.02086012065410614,13499.396484375,0
21719,28476,0,-0.044084709137678146,6835.19677734375,0
8199,20121,0,-0.05658889561891556,7471.19775390625,0
3988,1338,1,0.9994195699691772,773.0648803710938,1
7314,7097,1,0.99946129322052,4068.772216796875,1
2143,983,1,0.9997684955596924,412.70343017578125,1
38,24814,0,-0.04863573983311653,4225.61669921875,0
20028,4244,0,-0.03367995470762253,5208.05712890625,0
9491,9969,1,0.9998155236244202,148.72650146484375,1
10406,10752,1,0.9998560547828674,1187.312255859375,1
3042,15798,0,-0.028056573122739792,12957.0966796875,0
25793,15049,0,-0.025482961907982826,6460.3916015625,0
6116,7009,1,0.9998087882995605,355.89208984375,1
16566,15102,1,0.997516930103302,1240.583251953125,1
5454,10584,0,-0.058420002460479736,9300.7587890625,0
5790,5248,1,0.9990853071212769,6478.15869140625,1
24321,17599,0,-0.04290975630283356,5070.41259765625,0
19706,7238,0,-0.02621152251958847,10537.4599609375,0
18370,16554,1,0.9997576475143433,1378.5047607421875,1
21508,9641,0,-0.051515571773052216,5888.12109375,0
15270,10978,0,-0.04480787366628647,12415.7529296875,0
5382,5569,1,0.9993638396263123,3432.34326171875,1
9909,13943,0,-0.05464165285229683,7189.2890625,0
1925,26882,0,-0.03088187240064144,7393.5517578125,0
8950,5924,1,0.9998688101768494,3366.997802734375,1
17186,15853,1,0.9944570064544678,1066.168212890625,1
17889,7392,0,-0.04188217967748642,6657.11328125,0
22103,27582,0,-0.04361483454704285,5618.01318359375,0
8543,7987,1,0.9997243881225586,2133.9365234375,1
27204,14789,0,-0.03993342071771622,7661.24267578125,0
8380,15557,0,-0.03563975915312767,6895.27392578125,0
25753,182,0,-0.01883157342672348,6857.86376953125,0
17738,18729,1,0.9998429417610168,2480.160888671875,1
8736,6631,1,0.9997009634971619,986.0794677734375,1
16796,16228,1,0.9997451901435852,4359.541015625,1
12405,3416,0,-0.018398573622107506,11048.978515625,0
29343,29053,1,0.9998674988746643,3845.37744140625,1
13028,15147,0,-0.05099472030997276,8929.990234375,0
23020,22492,1,0.9996243119239807,1683.2867431640625,1
6099,6532,1,0.99982088804245,143.75765991210938,1
16106,13491,0,-0.04332873225212097,6812.662109375,0
950,21983,0,-0.06016998365521431,7033.453125,0
23892,21569,1,0.9997113943099976,752.912841796875,1
10929,13061,1,0.9999430775642395,2258.657958984375,1
17991,16436,1,0.9985263347625732,17092.5234375,1
13387,20344,0,-0.0741351917386055,8036.90234375,0
26773,27655,1,0.9998937249183655,867.1963500976562,1
8430,9551,1,0.9999225735664368,5747.16064453125,1
600,4912,1,0.9996487498283386,647.753662109375,1
14249,10589,1,0.9998756647109985,710.2109375,1
3816,5498,0,-0.033847492188215256,5627.123046875,0
8859,5635,1,0.999649167060852,2797.207763671875,1
23087,20037,1,0.9998939037322998,1984.4132080078125,1
22663,28826,0,-0.03883606940507889,6917.140625,0
4691,2202,1,0.9996076226234436,149.74598693847656,1
26219,4094,0,-0.026958594098687172,4492.40478515625,0
12323,29800,0,-0.01364312693476677,6057.95849609375,0
17968,18141,1,0.9995488524436951,6681.93115234375,1
27363,25116,1,0.9998605251312256,6490.07275390625,1
9998,21952,0,-0.05246913805603981,6697.4765625,0
25002,9250,0,-0.06289645284414291,7059.19873046875,0
29314,16733,0,-0.01871047355234623,9092.078125,0
8233,5047,1,0.9998320937156677,3562.39306640625,1
13153,11490,1,0.9999461770057678,494.7054138183594,1
10524,12455,1,0.9999841451644897,1044.9896240234375,1
16808,17873,1,0.9992314577102661,13888.2822265625,1
8728,23402,0,-0.04324782267212868,9785.82421875,0
28693,29054,1,0.9995507001876831,6112.49267578125,1
18944,24251,0,-0.04319857060909271,8744.6630859375,0
18617,16096,1,0.9973081946372986,12848.0625,1
13226,1069,0,-0.036180686205625534,6610.46142578125,0
26263,25155,1,0.9998843669891357,495.7837829589844,1
28836,17705,0,-0.02319352887570858,12712.9912109375,0
8249,2827,0,-0.011216013692319393,5310.1572265625,0
29580,17498,0,-0.02626882493495941,15234.0654296875,0
3292,18936,0,-0.0006968930829316378,9361.3603515625,0
1244,12287,0,-0.00957315880805254,6750.1875,0
1207,22918,0,0.017525844275951385,4868.654296875,0
4606,3323,1,0.9875383973121643,834.3688354492188,1
10877,13375,1,0.9997004270553589,421.1207275390625,1
21062,23057,1,0.9993547201156616,721.8187866210938,1
3776,12091,0,-0.03312338888645172,5616.64453125,0
17680,17171,1,0.9991693496704102,14327.337890625,1
29639,2373,0,-0.028445543721318245,7455.6923828125,0
11029,14171,1,0.9995619058609009,1140.4034423828125,1
29062,29724,1,0.999758780002594,1093.9970703125,1
23633,2969,0,-0.04893016815185547,18531.943359375,0
2047,2884,1,0.999807596206665,2099.935546875,1
25965,29183,1,0.9994724988937378,3059.70068359375,1
29786,27039,1,0.9998860955238342,2592.001708984375,1
19072,28179,0,-0.017877815291285515,17611.96875,0
21407,23059,1,0.9997508525848389,1037.4263916015625,1
23710,21045,1,0.9998707175254822,556.1091918945312,1
24334,22606,1,0.9991875290870667,216.72085571289062,1
25852,25057,1,0.9995209574699402,312.173828125,1
29114,29357,1,0.9996446967124939,669.0594482421875,1
7198,7617,1,0.9989049434661865,4013.642333984375,1
8880,8405,1,0.9992014765739441,639.960205078125,1
14137,12243,1,0.9996865391731262,162.90530395507812,1
5565,17666,0,-0.04123396426439285,4997.86328125,0
22499,21272,1,0.9998557567596436,279.9607238769531,1
19401,17731,1,0.9996325373649597,535.47119140625,1
16015,17147,1,0.9992326498031616,2949.669677734375,1
893,9130,0,-0.017143255099654198,7404.17626953125,0
27232,14688,0,-0.019086463376879692,9035.8271484375,0
1347,14878,0,-0.016017353162169456,6614.30615234375,0
10631,13699,1,0.9994914531707764,131.26124572753906,1
10341,5971,0,-0.0533040352165699,6609.697265625,0
24177,27678,0,-0.050024181604385376,6856.1083984375,0
2121,1578,1,0.9994887113571167,1287.944580078125,1
25353,13017,0,-0.02604399248957634,5896.595703125,0
28900,22613,0,-0.05175365135073662,5378.025390625,0
23713,22724,1,0.9998807311058044,846.322021484375,1
22352,23581,1,0.9994470477104187,1636.96728515625,1
17815,18979,1,0.9997348189353943,10693.9580078125,1
4045,26555,0,-0.016160503029823303,5472.06640625,0
24232,23800,1,0.999891996383667,58.72764587402344,1
28533,28496,1,0.9999193549156189,100.12938690185547,1
14881,14041,1,0.9998306632041931,2268.8115234375,1
26252,15398,0,-0.03389200195670128,8563.3505859375,0
16210,8047,0,-0.05323001742362976,8340.798828125,0
5369,28261,0,-0.07255164533853531,9029.8515625,0
24289,10244,0,-0.058141324669122696,6610.5693359375,0
27324,11023,0,-0.01029725931584835,7481.83642578125,0
15256,19924,1,0.9997621178627014,1670.79638671875,1
20466,27243,0,-0.040949512273073196,7507.26904296875,0
23348,5797,0,-0.04978172108530998,6043.28466796875,0
20073,22070,1,0.9958850145339966,474.0274353027344,1
5749,9563,1,0.99986732006073,2084.1865234375,1
16712,6384,0,-0.044883791357278824,15902.3662109375,0
25055,3926,0,-0.03119257651269436,7301.41845703125,0
17135,19831,1,0.9994521141052246,14969.5458984375,1
5654,16716,0,-0.03712406009435654,7882.662109375,0
13016,13026,1,0.9998857975006104,553.5650634765625,1
22695,22308,1,0.9992154836654663,522.9508666992188,1
3913,264,1,0.9997009038925171,585.7044067382812,1
3588,15827,0,-0.012510213069617748,11479.541015625,0
6389,9874,1,0.9996479749679565,1495.2100830078125,1
2460,26046,0,-0.04056522622704506,5016.3916015625,0
15853,18739,1,0.9937563538551331,3521.801025390625,1
12211,15838,0,-0.05303572490811348,9163.11328125,0
14933,19988,0,-0.04648766294121742,11454.0986328125,0
22134,20064,1,0.9996509552001953,2681.906005859375,1
7346,7048,1,0.999580442905426,965.2716674804688,1
25263,18545,0,-0.022638970986008644,11609.7119140625,0
28304,16997,0,-0.025159208104014397,8009.46484375,0
4824,2549,1,0.9977763891220093,1312.0308837890625,1
7980,22570,0,-0.044739123433828354,7010.9599609375,0
11286,12230,1,0.9997369647026062,1770.974853515625,1
24917,15670,0,-0.032906439155340195,7349.4072265625,0
675,17621,0,-0.03801937773823738,12762.748046875,0
3204,167,1,0.9986648559570312,626.5604248046875,1
12083,110,0,-0.03480575233697891,4838.365234375,0
10373,24130,0,-0.05935147404670715,6341.39404296875,0
29362,6311,0,-0.0684819296002388,8592.32421875,0
5786,20056,0,-0.05472227931022644,4857.88818359375,0
11267,735,0,-0.04114886745810509,7264.93701171875,0
8946,9964,1,0.9995196461677551,3314.728271484375,1
17229,17580,1,0.9994824528694153,9894.7578125,1
489,23415,0,-0.035983383655548096,5644.46923828125,0
11148,10045,1,0.9999598264694214,203.15565490722656,1
9671,28342,0,-0.05880759283900261,6766.90576171875,0
17466,16293,1,0.9995220899581909,4682.88818359375,1
24802,5294,0,-0.04457707330584526,6277.5205078125,0
10044,10350,1,0.999966561794281,197.83584594726562,1
25967,16769,0,-0.02011960558593273,9796.861328125,0
15547,13706,0,-0.055178869515657425,7984.68359375,0
29750,8015,0,-0.07594303041696548,7018.94189453125,0
15979,4313,0,-0.024960270151495934,15838.4892578125,0
26571,26394,1,0.9998041987419128,1544.929931640625,1
12186,17507,0,-0.049097899347543716,12899.845703125,0
12166,25614,0,-0.027882592752575874,6325.66259765625,0
20174,22821,1,0.9998094439506531,1144.6114501953125,1
24976,2954,0,-0.0312618725001812,5722.93994140625,0
26655,10273,0,-0.026330966502428055,7808.341796875,0
16355,23263,0,-0.03559752181172371,6975.71044921875,0
17997,9828,0,-0.02938438579440117,8454.1533203125,0
2583,14634,0,-0.022106170654296875,7157.51416015625,0
22336,27657,0,-0.04021293669939041,6918.3818359375,0
24357,20176,1,0.9998041987419128,1602.48095703125,1
8628,6690,1,0.9997620582580566,307.36431884765625,1
22218,24441,1,0.9997967481613159,1889.57861328125,1
6152,5878,1,0.9998312592506409,1165.0234375,1
9585,7144,1,0.9991145730018616,2998.496826171875,1
2966,27430,0,-0.023974165320396423,6029.46630859375,0
24783,21880,1,0.9737058281898499,3633.1083984375,1
6323,5307,1,0.9995802044868469,94.43766784667969,1
20963,28433,0,-0.034856926649808884,6669.3583984375,0
26422,23640,0,-0.02952541783452034,4748.7958984375,0
29609,14055,0,-0.02552918531000614,6944.853515625,0
13977,10439,1,0.9999628663063049,596.3767700195312,1
28956,10733,0,-0.03325571119785309,7239.2412109375,0
15543,17165,1,0.9997943043708801,7066.4853515625,1
16036,20219,0,-0.04206177964806557,6609.39306640625,0
10711,12551,1,0.999643087387085,638.641357421875,1
576,3036,1,0.99860680103302,1842.0625,1
10696,3753,0,-0.029927941039204597,6676.560546875,0
24361,4480,0,-0.005673626903444529,5422.48046875,0
25283,26986,1,0.999240517616272,1659.054443359375,1
8585,11160,0,-0.05216888710856438,6845.7685546875,0
27760,25274,1,0.9998779892921448,850.3135375976562,1
6070,8000,1,0.9998235702514648,935.3983764648438,1
10946,9986,0,-0.049053892493247986,6281.83642578125,0
8915,4428,0,-0.02369280532002449,8230.5859375,0
4463,3409,1,0.9996887445449829,625.9371948242188,1
18768,16970,1,0.9970201849937439,10758.583984375,1
18507,18084,1,0.9996759295463562,4466.2314453125,1
26015,26386,1,0.9984035491943359,473.9927062988281,1
5394,18538,0,-0.06050446629524231,6376.693359375,0
16999,18820,1,0.9994662404060364,2686.60888671875,1
2057,2695,1,0.9994201064109802,2114.48974609375,1
5741,7868,1,0.9849814772605896,948.4352416992188,1
10035,9962,0,-0.058233726769685745,9878.3623046875,0
6179,2500,0,-0.03002600185573101,6105.9990234375,0
1130,2223,1,0.9994350075721741,3611.20166015625,1
27016,27947,1,0.9997097849845886,5357.49609375,1
11300,12345,1,0.999849259853363,1829.7313232421875,1
10329,14834,1,0.9998872876167297,2016.2838134765625,1
21700,25894,0,-0.03588894382119179,5966.2138671875,0
9650,28914,0,-0.06219404190778732,7063.640625,0
17185,9647,0,-0.038609523326158524,13374.9423828125,0
27001,26457,1,0.999941349029541,8324.8193359375,1
142,3626,1,0.9975226521492004,1402.346923828125,1
11895,14665,1,0.9999194741249084,1725.9468994140625,1
14591,17316,0,-0.03748572990298271,14862.6962890625,0
27971,26806,1,0.9999110698699951,1704.0416259765625,1
10150,14766,1,0.9990974068641663,2388.6552734375,1
9711,24673,0,-0.047409821301698685,8283.859375,0
25168,5270,0,-0.07957952469587326,8900.263671875,0
3589,4198,1,0.9973790049552917,5750.5751953125,1
4797,3406,1,0.9998412132263184,1856.2142333984375,1
9506,7685,1,0.9997514486312866,2074.3583984375,1
29280,13425,0,-0.021597927436232567,5500.4296875,0
28988,28396,1,0.9996853470802307,1329.387451171875,1
10334,2410,0,-0.019021758809685707,6239.40087890625,0
15915,2913,0,-0.01795888878405094,5902.3505859375,0
4200,253,1,0.9998072981834412,617.5667724609375,1
1012,13070,0,-0.029556889086961746,6662.83935546875,0
1277,378,1,0.9995661377906799,1877.211181640625,1
29324,18463,0,-0.018370898440480232,7298.8330078125,0
6325,12293,0,-0.0553373247385025,6900.68359375,0
4986,24624,0,-0.05744238942861557,5378.03271484375,0
27989,28649,1,0.9995863437652588,214.1256561279297,1
8998,7254,1,0.9996909499168396,624.46826171875,1
1528,9896,0,-0.02378319948911667,4635.42138671875,0
19098,14516,0,-0.03585861250758171,8373.724609375,0
19424,29506,0,-0.022889908403158188,9635.77734375,0
2531,8737,0,-0.017040278762578964,7826.75537109375,0
12458,11027,1,0.9998795390129089,290.1241760253906,1
15976,17792,1,0.9992702007293701,1988.6702880859375,1
1388,481,1,0.997708261013031,1628.2806396484375,1
22645,23956,1,0.9993851780891418,856.9411010742188,1
1504,109,1,0.9981104731559753,3107.9189453125,1
25311,10320,0,-0.034946899861097336,8086.2109375,0
16957,17865,1,0.9996971487998962,450.1010437011719,1
21511,13152,0,-0.07309573143720627,7892.0400390625,0
21539,24131,1,0.9998161792755127,900.4899291992188,1
10998,14905,1,0.9999118447303772,981.5714111328125,1
15788,23137,0,-0.039492782205343246,13000.6630859375,0
17216,28810,0,-0.026377737522125244,7852.8818359375,0
8963,5854,1,0.9998143315315247,768.7120361328125,1
26547,6946,0,-0.07096501439809799,7350.62646484375,0
14755,12078,1,0.9997842907905579,321.9847106933594,1
11438,14556,1,0.999715268611908,601.5103149414062,1
9750,3679,0,-0.016517555341124535,6097.18896484375,0
19344,907,0,-0.029688172042369843,4648.7373046875,0
4624,18563,0,0.09662709385156631,3500.8642578125,0
8612,24659,0,-0.05376200005412102,6764.59375,0
20122,22396,1,0.9997397065162659,693.9252319335938,1
15085,16195,1,0.9877486228942871,6636.34423828125,1
4564,13109,0,-0.022814515978097916,6037.0380859375,0
24136,23773,1,0.9990689754486084,1075.870361328125,1
2377,2895,1,0.9984842538833618,664.9234008789062,1
2387,20884,0,-0.03800955042243004,6425.423828125,0
17753,16652,1,0.9992657899856567,5119.9013671875,1
18777,16387,1,0.9994701147079468,1551.28466796875,1
20916,21287,1,0.9988592267036438,638.1029052734375,1
8884,17963,0,-0.021167078986763954,5305.23486328125,0
13649,5804,0,-0.05320671573281288,7064.98046875,0
4122,21336,0,-0.03661111369729042,6031.72216796875,0
27395,29558,1,0.9997442960739136,333.93804931640625,1
19142,18366,1,0.9978134036064148,328.734130859375,1
10616,18974,0,-0.04818588122725487,21110.431640625,0
315,27171,0,-0.030751951038837433,6549.47802734375,0
27968,8151,0,-0.05301976576447487,5177.6025390625,0
3021,55,1,0.9996148347854614,15779.5048828125,1
8616,7921,1,0.9998692274093628,5916.78173828125,1
2423,2997,1,0.9995236396789551,941.1775512695312,1
12161,14240,1,0.9987761378288269,564.8709106445312,1
19927,16270,1,0.9995602369308472,6174.04150390625,1
26100,27799,1,0.9987752437591553,2488.08837890625,1
22849,23508,1,0.995736300945282,1669.9012451171875,1
23443,16389,0,-0.05053459480404854,5275.72998046875,0
25479,10054,0,-0.020059334114193916,6542.70556640625,0
22743,22441,1,0.999850869178772,2283.819580078125,1
10312,11470,1,0.9999371767044067,1293.5072021484375,1
386,2321,1,0.9998012185096741,551.599853515625,1
17338,16847,1,0.9986933469772339,418.2609558105469,1
14453,13481,1,0.9999490976333618,1715.80078125,1
12102,12541,1,0.9998007416725159,2053.973876953125,1
13799,20523,0,-0.06352446228265762,6363.31298828125,0
14076,14368,1,0.999839723110199,2057.658935546875,1
9603,20358,0,-0.048531800508499146,4080.33544921875,0
10675,13435,1,0.9883081316947937,754.0577392578125,1
16314,19154,1,0.9993754625320435,3215.65966796875,1
1043,2707,1,0.9987236857414246,551.0897216796875,1
29266,1545,0,-0.027408765628933907,5756.63720703125,0
21229,21313,1,0.999749481678009,129.5568084716797,1
863,5832,0,-0.017479248344898224,3791.281982421875,0
11344,14958,1,0.9999523162841797,43.21042251586914,1
7445,20250,0,-0.04321642965078354,4555.39208984375,0
10068,19729,0,-0.053059231489896774,11370.0732421875,0
29632,2258,0,-0.016944119706749916,6489.81396484375,0
20391,22134,1,0.9998512268066406,496.2022399902344,1
16869,13997,0,-0.03748186677694321,6236.728515625,0
489,765,1,0.9933119416236877,2672.374267578125,1
798,26624,0,-0.019799575209617615,5485.0,0
24827,24421,1,0.9998714327812195,368.7279968261719,1
26736,27770,1,0.9997405409812927,291.17938232421875,1
25082,26371,1,0.999374508857727,1462.6383056640625,1
23117,29690,0,-0.042173780500888824,5422.6572265625,0
22072,21502,1,0.999424934387207,2864.9345703125,1
19729,14461,0,-0.04699155315756798,11654.9228515625,0
29795,29693,1,0.999847412109375,8137.78759765625,1
10521,10953,1,0.9996927976608276,943.2874755859375,1
17016,27608,0,-0.028460368514060974,13796.986328125,0
13880,11160,1,0.9998267292976379,2121.11376953125,1
4321,26934,0,-0.032728955149650574,6444.60009765625,0
5811,11288,0,-0.03189698979258537,5517.20458984375,0
1727,3362,1,0.9993765354156494,2725.411865234375,1
1283,260,1,0.9962173104286194,1665.8255615234375,1
25352,1712,0,-0.025645365938544273,21649.060546875,0
4963,7429,0,-0.013629690743982792,4626.44091796875,0
22311,2520,0,-0.03850498050451279,5697.7978515625,0
27032,29433,1,0.9991163015365601,3008.769775390625,1
17361,19023,1,0.9992645978927612,1089.5823974609375,1
19091,22344,0,-0.05008883774280548,9241.033203125,0
25048,26670,1,0.999887228012085,1046.717529296875,1
15636,2733,0,0.15192678570747375,4151.53125,0
13122,19897,0,-0.04878205433487892,9896.8837890625,0
4300,4666,1,0.9995412826538086,3302.42919921875,1
3233,1444,1,0.999735951423645,1393.1776123046875,1
3460,4635,1,0.9998898506164551,57.475406646728516,1
21402,21883,1,0.999722957611084,770.293701171875,1
2188,1796,1,0.9994260668754578,1520.8543701171875,1
3703,7239,0,-0.021580468863248825,6504.814453125,0
16947,14122,0,-0.05976411700248718,10481.45703125,0
24367,15682,0,-0.04425534978508949,7244.45263671875,0
26767,2235,0,-0.027300650253891945,7716.8984375,0
25747,29682,1,0.9997631311416626,1079.5965576171875,1
391,14760,0,-0.024858618155121803,7713.85205078125,0
22361,20104,1,0.9997639060020447,2653.242431640625,1
