location,label
../geological_similarity\andesite\3J3ED.jpg,0
../geological_similarity\andesite\3JFEC.jpg,0
../geological_similarity\andesite\3JSJ8.jpg,0
../geological_similarity\andesite\3JWQH.jpg,0
../geological_similarity\andesite\3JXN7.jpg,0
../geological_similarity\andesite\3K4BQ.jpg,0
../geological_similarity\andesite\3KBA2.jpg,0
../geological_similarity\andesite\3KD6N.jpg,0
../geological_similarity\andesite\3KH18.jpg,0
../geological_similarity\andesite\3KKVB.jpg,0
../geological_similarity\andesite\3L0LQ.jpg,0
../geological_similarity\andesite\3L1R9.jpg,0
../geological_similarity\andesite\3LGBM.jpg,0
../geological_similarity\andesite\3LLWO.jpg,0
../geological_similarity\andesite\3LMG0.jpg,0
../geological_similarity\andesite\3LNQ4.jpg,0
../geological_similarity\andesite\3LTJZ.jpg,0
../geological_similarity\andesite\3M0E6.jpg,0
../geological_similarity\andesite\3M28P.jpg,0
../geological_similarity\andesite\3M515.jpg,0
../geological_similarity\andesite\3MO6Y.jpg,0
../geological_similarity\andesite\3MYFT.jpg,0
../geological_similarity\andesite\3N439.jpg,0
../geological_similarity\andesite\3N43R.jpg,0
../geological_similarity\andesite\3NBRX.jpg,0
../geological_similarity\andesite\3NLMB.jpg,0
../geological_similarity\andesite\3NMBM.jpg,0
../geological_similarity\andesite\3NUX1.jpg,0
../geological_similarity\andesite\3NXHB.jpg,0
../geological_similarity\andesite\3O6CG.jpg,0
../geological_similarity\andesite\3OH1D.jpg,0
../geological_similarity\andesite\3OK1K.jpg,0
../geological_similarity\andesite\3OMB6.jpg,0
../geological_similarity\andesite\3OME1.jpg,0
../geological_similarity\andesite\3PFI1.jpg,0
../geological_similarity\andesite\3PTNB.jpg,0
../geological_similarity\andesite\3Q738.jpg,0
../geological_similarity\andesite\3QC8E.jpg,0
../geological_similarity\andesite\3QCZS.jpg,0
../geological_similarity\andesite\3QF9I.jpg,0
../geological_similarity\andesite\3QV1K.jpg,0
../geological_similarity\andesite\3R16U.jpg,0
../geological_similarity\andesite\3R3PD.jpg,0
../geological_similarity\andesite\3RE39.jpg,0
../geological_similarity\andesite\3RM46.jpg,0
../geological_similarity\andesite\3SKAH.jpg,0
../geological_similarity\andesite\3TEKF.jpg,0
../geological_similarity\andesite\3UDH8.jpg,0
../geological_similarity\andesite\3UYP7.jpg,0
../geological_similarity\andesite\3VD7T.jpg,0
../geological_similarity\andesite\3VFJB.jpg,0
../geological_similarity\andesite\3VIT5.jpg,0
../geological_similarity\andesite\3VJAS.jpg,0
../geological_similarity\andesite\3VLIQ.jpg,0
../geological_similarity\andesite\3VZQ1.jpg,0
../geological_similarity\andesite\3W6RC.jpg,0
../geological_similarity\andesite\3WC9J.jpg,0
../geological_similarity\andesite\3WLEB.jpg,0
../geological_similarity\andesite\3WNTE.jpg,0
../geological_similarity\andesite\3XDOY.jpg,0
../geological_similarity\andesite\3YF8O.jpg,0
../geological_similarity\andesite\400RK.jpg,0
../geological_similarity\andesite\40BNF.jpg,0
../geological_similarity\andesite\40IMO.jpg,0
../geological_similarity\andesite\40PY4.jpg,0
../geological_similarity\andesite\40XHM.jpg,0
../geological_similarity\andesite\4132P.jpg,0
../geological_similarity\andesite\41MA5.jpg,0
../geological_similarity\andesite\41WW9.jpg,0
../geological_similarity\andesite\4299B.jpg,0
../geological_similarity\andesite\42E19.jpg,0
../geological_similarity\andesite\42PQ1.jpg,0
../geological_similarity\andesite\431SV.jpg,0
../geological_similarity\andesite\432ZJ.jpg,0
../geological_similarity\andesite\438B4.jpg,0
../geological_similarity\andesite\439J3.jpg,0
../geological_similarity\andesite\43SB9.jpg,0
../geological_similarity\andesite\443O5.jpg,0
../geological_similarity\andesite\44526.jpg,0
../geological_similarity\andesite\4459D.jpg,0
../geological_similarity\andesite\44B5P.jpg,0
../geological_similarity\andesite\44XCE.jpg,0
../geological_similarity\andesite\45CE7.jpg,0
../geological_similarity\andesite\45N00.jpg,0
../geological_similarity\andesite\461D8.jpg,0
../geological_similarity\andesite\462US.jpg,0
../geological_similarity\andesite\46DN8.jpg,0
../geological_similarity\andesite\473UO.jpg,0
../geological_similarity\andesite\476DO.jpg,0
../geological_similarity\andesite\4786M.jpg,0
../geological_similarity\andesite\47A8G.jpg,0
../geological_similarity\andesite\47E3O.jpg,0
../geological_similarity\andesite\47M23.jpg,0
../geological_similarity\andesite\47MMD.jpg,0
../geological_similarity\andesite\47P3Y.jpg,0
../geological_similarity\andesite\47QYH.jpg,0
../geological_similarity\andesite\47UUB.jpg,0
../geological_similarity\andesite\47VXQ.jpg,0
../geological_similarity\andesite\47W7V.jpg,0
