,testing_image,output_indices,search_time
23,../geological_similarity/marble/76MEJ.jpg,"[6868 5468 8209 6949 6459 5119 5745 6787 5568 7325 7282 6619 5142 7877
 6616 5483 9951 9048 9608 7804 9186 7511 8674 8413 5534 5361 8569 5174
 6012 9199 7214 6726 8236 9269 9387 5844 9595 8722 5257 6945 9946 9321
 5300 6096 5991 7824 9369 6803 6689 5139]",0.04200243949890137
24,../geological_similarity/andesite/90EYL.jpg,"[6949 5568 7325 6459 5468 7282 5119 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 5174 9199 9269 9608 5844 5361 9186 8413 7824
 6096 9321 9387 6387 6945 9613 7302 5390 6012 9595 5991 5802 9369 9946
 6803 5139 7103 6272 9575 7371 7363 8065]",0.043001651763916016
25,../geological_similarity/rhyolite/NN9S5.jpg,"[5468 6949 5568 7325 6459 7282 5119 5142 6619 8209 5745 6787 7877 9951
 6616 7804 5534 8674 9608 8569 5844 9199 5174 9269 5361 9186 8413 7824
 9321 9387 6096 8722 6726 7302 6945 9595 6012 6868 5390 5802 9575 5991
 5139 9369 6803 9613 7103 6387 9946 7363]",0.037999629974365234
26,../geological_similarity/marble/F28KQ.jpg,"[5468 6949 6459 5568 7325 7282 5119 5142 6619 5745 6787 8209 7877 6616
 9951 7804 5534 8674 8569 9608 5174 9199 5361 5844 9269 9186 8413 7824
 6096 9387 6868 9321 6012 6945 9595 7302 5991 9613 5390 6726 9946 9369
 6803 5139 6387 5802 9575 7103 8722 7363]",0.034003496170043945
27,../geological_similarity/schist/SUK5N.jpg,"[5468 6949 5568 7325 6459 7282 5119 5142 6619 8209 5745 6787 7877 9951
 6616 7804 5534 8674 5844 9608 9199 8569 9269 5361 5174 8413 7824 9186
 8722 6096 9387 9321 7302 6803 6726 7103 5390 6012 6945 5991 5257 9595
 5139 5802 9575 9946 9369 6387 9613 7363]",0.03699445724487305
28,../geological_similarity/andesite/SD5XB.jpg,"[6949 5568 5468 7325 6459 7282 5119 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 9608 5174 9199 9269 5844 5361 9186 8413 7824
 9321 6096 9387 6945 6387 9613 9595 7302 5390 9369 5802 6012 5991 5139
 9575 7363 7371 6868 9946 6803 7103 6726]",0.04000234603881836
29,../geological_similarity/andesite/MIA2D.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 5174 9199 9608 5844 9269 5361 8413 7824 9186
 6096 9387 9321 6945 9613 6012 7302 9595 5390 5991 6387 5139 6803 9369
 9575 7103 5802 7363 9946 7371 7880 6726]",0.03700399398803711
30,../geological_similarity/andesite/KXGQP.jpg,"[6949 5468 6459 5568 7325 7282 5119 5142 6619 5745 6787 8209 7877 6616
 9951 7804 8569 5534 8674 5174 9608 6868 9269 5361 9199 9186 5844 8413
 7824 9321 6096 9387 6012 6387 9613 5991 5802 6272 7302 9946 5390 6945
 5139 5483 6803 9369 9595 9575 7103 7371]",0.04099726676940918
31,../geological_similarity/quartzite/SNJ8U.jpg,"[6949 5568 7325 7282 6459 5119 5142 5468 6619 5745 6787 8209 7804 9951
 7877 6616 5534 8674 8569 5174 9199 9269 9608 5844 5361 9186 8413 7824
 6096 6387 9321 6945 9387 5390 9595 6012 9613 9369 5802 7302 5139 5991
 6272 9575 9946 7363 7371 6803 5838 6430]",0.038002967834472656
32,../geological_similarity/rhyolite/71DA2.jpg,"[6949 6459 5568 7282 7325 5119 5468 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8569 8674 9608 5174 9199 9269 5361 5844 9186 8413 7824
 6096 9387 9613 6012 9321 6945 9595 5390 5991 6387 9369 7371 5139 7363
 6803 9575 7302 9946 7103 6272 7880 6868]",0.04099869728088379
33,../geological_similarity/gneiss/N8RSU.jpg,"[6949 5468 6459 5568 5119 7282 7325 5142 6619 5745 6787 8209 7877 9951
 6616 7804 5534 8674 8569 9608 5174 9199 5844 5361 9269 8413 7824 9186
 6096 9387 9321 6012 9595 7302 6945 9613 6803 5991 5390 5139 7103 9575
 9369 6387 9946 6726 7363 5802 7371 7880]",0.03900146484375
34,../geological_similarity/quartzite/0QWCD.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 9199 5174 9608 5844 9269 5361 7824 9186 8413
 6096 9321 9387 6945 9613 9595 5390 7302 6387 6012 5139 9369 5991 9575
 5802 6803 7363 7103 9946 7371 7880 6726]",0.040996551513671875
35,../geological_similarity/andesite/HIGW8.jpg,"[6949 5568 7325 5468 6459 7282 5119 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 5174 9608 9199 9269 5844 5361 9186 8413 7824
 6096 9321 9387 6945 6387 9613 7302 5390 9369 9595 6012 5802 5991 5139
 9575 9946 6803 7103 7371 7363 6272 6868]",0.03800010681152344
36,../geological_similarity/quartzite/HSM5H.jpg,"[6949 5568 7325 7282 6459 5119 5468 5142 6619 5745 6787 8209 9951 7877
 7804 5534 6616 8674 8569 5174 9199 9608 5844 9269 5361 7824 8413 6096
 9186 9321 9387 9613 6945 5390 6387 7302 6012 9595 5991 9369 5139 9575
 7371 6803 7363 7103 5802 9946 6272 7880]",0.03799796104431152
37,../geological_similarity/gneiss/RQWHB.jpg,"[6949 6459 5568 7325 5468 7282 5119 5142 6619 5745 6787 8209 7877 9951
 6616 7804 5534 8674 8569 9269 5174 9608 9199 5361 5844 9186 8413 7824
 6096 9321 6387 9387 6868 6012 5390 6945 9613 7302 5991 9369 9595 5802
 6272 9946 5139 6803 9575 7103 5838 7371]",0.039002418518066406
38,../geological_similarity/quartzite/VSGIJ.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7804
 7877 6616 5534 8674 8569 5174 9199 9269 9608 5844 5361 7824 9186 8413
 6096 9321 9387 6387 6945 9613 5390 7302 9595 9369 5802 6012 5991 5139
 9575 7363 6803 7371 9946 7103 6272 6430]",0.037999868392944336
39,../geological_similarity/gneiss/N2XWS.jpg,"[6949 5568 7325 6459 7282 5468 5119 5142 6619 5745 6787 8209 7877 9951
 6616 7804 5534 8674 8569 5174 9199 9608 9269 5844 5361 8413 9186 7824
 6096 9387 9321 6012 6945 9613 6387 7302 9595 5390 5991 5139 6803 5802
 9369 9946 9575 7103 6272 7363 7371 6868]",0.03900289535522461
40,../geological_similarity/andesite/PEGIO.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 5174 9199 9608 9269 5844 5361 9186 8413 7824
 6096 9321 9387 6945 7302 9595 6387 5390 6012 5139 9613 9369 5802 5991
 9575 7363 9946 6803 7103 6726 7371 6868]",0.042999267578125
41,../geological_similarity/marble/JTPSE.jpg,"[6868 5468 8209 6949 6787 6459 5119 5568 7282 7325 5745 5142 6619 7877
 6616 9951 7804 5361 8569 6012 9186 8674 8413 5534 9199 9608 9269 5174
 7511 5844 6726 9387 6803 6096 7824 8722 9321 9595 5991 5257 6945 9946
 7103 9369 5139 9575 6183 7214 7302 5390]",0.04199934005737305
42,../geological_similarity/andesite/LYRS2.jpg,"[6949 5568 7325 6459 7282 5468 5119 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 5174 9608 9199 9269 5844 5361 9186 8413 7824
 6096 9321 9387 9613 6012 6868 6945 6387 9595 5390 5991 7302 5139 9369
 9946 6803 9575 7371 5802 7363 7103 6272]",0.03799772262573242
43,../geological_similarity/rhyolite/XY5WG.jpg,"[6949 5468 6459 7325 5568 7282 5119 5142 6619 5745 6787 8209 7877 9951
 6616 7804 5534 8674 8569 5174 9608 9269 9186 9199 5361 5844 6868 8413
 7824 6945 6096 9613 9387 9321 9595 9369 7371 9946 6012 5390 6387 5802
 8065 5991 9575 7302 7363 6183 6430 5139]",0.03800344467163086
44,../geological_similarity/rhyolite/E8AZJ.jpg,"[6949 6459 5568 7325 7282 5119 5468 5142 6619 5745 6787 8209 8569 9951
 7877 6616 7804 5534 5174 8674 6868 9608 9199 9269 5361 9186 6272 8413
 5844 9613 9321 6387 6096 6012 7824 6320 9387 7371 9369 5991 6945 5390
 5802 6183 9797 9595 9946 9575 5139 8065]",0.042001962661743164
45,../geological_similarity/quartzite/QOIA1.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7804
 7877 6616 5534 8674 8569 5174 9199 9608 9269 5844 5361 9186 7824 8413
 6096 9321 9387 6945 6387 9613 5390 7302 9595 5802 9369 5139 9575 5991
 6012 7363 7371 9946 6803 7103 6430 6272]",0.050087928771972656
46,../geological_similarity/andesite/3OMB6.jpg,"[6949 6459 7325 5568 7282 5119 5468 5142 6619 5745 6787 8209 7877 9951
 6616 7804 8569 5534 8674 5174 9608 9269 9199 5361 5844 9186 7824 8413
 6096 9387 9321 9613 6012 6387 6945 5390 7302 9595 5991 6272 9946 7371
 9369 6803 5139 7103 5802 9575 7363 6183]",0.03899359703063965
47,../geological_similarity/gneiss/UP0RI.jpg,"[6949 5468 5568 7325 6459 7282 5119 5142 6619 5745 6787 8209 9951 7804
 6616 7877 5534 8674 9608 5174 8569 9199 9269 9186 5361 5844 8413 7824
 6868 9321 9387 6945 6096 6387 5483 5802 9595 9613 5390 9369 7302 6012
 7371 5139 9575 9946 7363 5991 6430 5838]",0.03999900817871094
48,../geological_similarity/andesite/GKHED.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 5174 9199 9608 9269 5844 5361 9186 8413 7824
 6096 9321 9387 6945 6387 9613 5390 9369 9595 7302 5802 6012 5139 9575
 5991 7371 9946 7363 6272 6803 7103 6430]",0.04299521446228027
49,../geological_similarity/marble/Q7GHO.jpg,"[5468 8209 6787 6949 6459 5119 5568 7325 7282 5745 5142 6619 6868 7877
 6616 9951 7804 5361 8413 8674 6012 8569 9186 9608 5534 7511 8722 5844
 9199 5174 9269 6726 6803 7824 6096 9387 5991 7103 9946 9321 5257 9595
 6183 6945 9369 7302 5139 9575 6689 9613]",0.04999804496765137
50,../geological_similarity/schist/7Q6KQ.jpg,"[6949 5468 7325 5568 7282 6459 5142 5119 6619 5745 6787 8209 7877 7804
 6616 9951 5534 8674 8569 9269 9186 5174 9199 9608 5361 5844 8413 6945
 7824 6096 9321 9387 9595 6387 9369 5390 5802 7302 5838 6012 9946 5139
 9613 5300 5991 8065 9575 6803 6272 7103]",0.04100775718688965
51,../geological_similarity/marble/IHR0X.jpg,"[5468 6949 6459 8209 5568 5119 7282 7325 6787 5142 5745 6619 7877 6616
 9951 7804 8674 8569 5534 5361 5844 8413 8722 6012 9199 9269 5174 9608
 7824 9186 6803 6096 9387 7103 6726 9321 6868 6183 5991 7302 9946 5139
 7511 5257 9613 8065 9595 5390 9575 6945]",0.04302573204040527
52,../geological_similarity/quartzite/STPZD.jpg,"[6949 5468 5568 7325 7282 6459 5119 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 9608 9199 5174 5844 9269 5361 9186 7824 8413
 9321 9387 6096 7302 6945 9595 5390 9613 5802 5139 6387 9575 9369 7363
 5991 6012 6726 6803 7371 7103 9946 6868]",0.03799724578857422
53,../geological_similarity/marble/G0OPD.jpg,"[5468 6949 6459 5568 7325 5119 7282 5142 6787 6619 5745 8209 7877 6616
 7804 6868 9951 8569 8674 5361 5534 9186 5174 8413 9199 9608 5844 9269
 6012 7824 6096 9387 9321 6945 9595 6803 9946 5991 7103 9369 6726 5257
 9575 6183 5139 7302 9613 5390 5483 8722]",0.04400467872619629
54,../geological_similarity/quartzite/XALGX.jpg,"[6949 5568 7325 7282 6459 5119 5468 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 5174 9199 9608 9269 5844 5361 9186 8413 7824
 6096 9321 9387 6945 9613 6387 5390 9595 7302 6012 9369 5991 5139 9575
 5802 7363 7371 6803 9946 7103 6272 7880]",0.04400038719177246
55,../geological_similarity/rhyolite/JIPHR.jpg,"[5468 6949 7325 5568 7282 6459 5119 5142 8209 6619 5745 6787 7877 9951
 6616 7804 5534 8674 8569 5844 5174 9608 9269 9186 9199 5361 9387 7824
 8413 8722 6868 9321 6726 6945 6096 7302 9595 9613 9369 6803 7103 9946
 5802 9575 5390 8065 5139 5257 5991 6012]",0.04198098182678223
56,../geological_similarity/quartzite/BDPAR.jpg,"[6949 5568 7325 6459 7282 5119 5468 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 9199 5174 5844 9608 9269 5361 8413 7824 9186
 6096 9321 9387 9613 6012 5991 5390 6945 7302 9595 6803 6387 5139 7103
 9369 9575 7371 9946 7363 5802 7880 6272]",0.03800249099731445
57,../geological_similarity/schist/EUHQH.jpg,"[6949 5568 6459 7325 7282 5119 5468 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 9608 5174 9199 9269 5844 5361 8413 9186 7824
 6096 9387 9321 6012 7302 9613 5390 6387 5139 6945 9595 5991 5802 6803
 9946 9575 7103 9369 6868 5483 7363 7371]",0.03799915313720703
58,../geological_similarity/andesite/PSM22.jpg,"[6949 5568 7325 6459 7282 5468 5119 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 5174 9608 9199 9269 5844 5361 9186 8413 7824
 6096 9321 9387 6945 9613 5390 6387 9595 7302 6012 9369 5991 5139 5802
 9575 7363 9946 6803 6868 7371 7103 7880]",0.03999900817871094
59,../geological_similarity/rhyolite/PG4XN.jpg,"[5468 6949 5568 7325 6459 7282 5119 5142 6619 5745 6787 8209 6616 9951
 7804 7877 5534 8674 9608 9186 6945 9199 5174 8569 9269 9595 5844 5361
 8413 9369 6387 5390 7824 9321 6096 5483 5802 6430 9387 9575 7302 7363
 9613 9946 6012 7371 5139 5838 5991 9048]",0.04100298881530762
60,../geological_similarity/rhyolite/U1TK8.jpg,"[6949 5468 6459 5568 7325 7282 5119 5142 6619 5745 6787 8209 9951 6616
 7877 7804 5534 8674 9608 8569 5174 9186 9199 9269 6868 5361 8413 5844
 6945 9321 6387 9613 9595 9369 6096 9387 7824 6012 7371 5390 5802 7363
 6430 5139 5991 7302 9575 9946 8065 7880]",0.039999961853027344
61,../geological_similarity/quartzite/R7067.jpg,"[6949 5568 7325 7282 6459 5119 5468 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 5174 9199 9608 9269 5844 5361 9186 7824 8413
 6096 9321 9387 9613 6945 6012 5390 6387 9595 5991 7302 5139 9369 9575
 7371 7363 6803 6868 5802 9946 7103 7880]",0.03899979591369629
62,../geological_similarity/andesite/LQJJL.jpg,"[6949 5568 7325 6459 7282 5468 5119 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 5174 9608 9199 5844 9269 5361 8413 9186 7824
 6096 9321 9387 9613 6945 7302 6387 5390 9595 6012 5991 9369 5802 5139
 9575 6803 9946 7103 7371 7363 6272 7880]",0.0390009880065918
63,../geological_similarity/gneiss/R3PIV.jpg,"[5468 6949 7282 5568 7325 6459 5119 8209 5142 6619 5745 6787 7877 9951
 6616 7804 5534 8674 8569 5844 9199 9608 9269 5174 5361 8722 6726 8413
 9186 7824 9321 9387 6096 7302 6803 7511 7103 6012 5139 5991 9595 5390
 5802 6945 9575 9946 5257 6689 9613 6387]",0.037999868392944336
64,../geological_similarity/schist/LLOS8.jpg,"[6632 8209 5468 6949 5863 6787 6459 7282 5568 7325 5119 5142 8722 5745
 6619 7697 7877 6726 8871 6803 7103 5844 6616 7511 8674 9951 7804 6212
 7824 5534 5361 9269 8569 6096 5437 5257 8413 6183 9387 9199 7302 6012
 9321 9608 9186 5174 9946 5991 5139 6689]",0.036995649337768555
65,../geological_similarity/andesite/U0V49.jpg,"[6949 5568 7325 7282 6459 5468 5119 5142 6619 5745 6787 8209 9951 7877
 6616 7804 5534 8674 8569 5174 9608 9199 9269 5844 5361 9186 8413 7824
 9321 6096 9387 6945 6387 9595 7302 5390 9613 6012 5802 5139 9369 5991
 9575 7363 9946 6803 6272 7371 7103 6726]",0.03899693489074707
66,../geological_similarity/andesite/4459D.jpg,"[6949 6459 5568 7325 7282 5119 5468 5142 6619 5745 6787 8209 9951 7877
 7804 6616 5534 8674 8569 5174 9608 9199 9269 5844 5361 8413 9186 7824
 9321 6096 9387 9613 6387 6012 5390 5991 7302 6945 5139 9595 7371 5802
 7363 9369 9946 6803 6272 9575 7103 7880]",0.03799319267272949
67,../geological_similarity/schist/GX7BZ.jpg,"[6949 5468 6459 5568 7325 7282 5119 5142 6619 5745 6787 8209 7877 9951
 6616 7804 5534 8674 8569 9608 5174 5844 9199 5361 9269 8413 7824 9186
 6096 9387 9321 6012 7302 6803 9613 7103 5991 5390 9946 9595 5139 6945
 6726 5802 9575 6387 6183 9369 7371 8722]",0.04400014877319336
68,../geological_similarity/marble/B74XD.jpg,"[6868 5468 6949 6459 5119 6787 5568 8209 7325 7282 5745 6619 5142 6616
 7877 9951 7804 9608 8674 9186 5534 5361 8569 8413 5174 9199 6012 5844
 9387 9269 9595 6726 6945 5483 7214 5257 7824 9369 7511 6096 9321 5991
 9048 9946 8722 6803 8236 9613 9575 5390]",0.04799795150756836
69,../geological_similarity/gneiss/37689.jpg,"[5468 6949 7325 5568 6459 7282 5119 5142 8209 6619 6787 5745 7877 6616
 9951 7804 8674 5534 6868 5844 5361 8569 5174 9269 9608 9199 7824 8413
 8722 9387 9186 6096 9321 7302 6803 7103 6726 9613 5802 9946 5257 5991
 6012 5390 6945 9575 9595 7880 9369 7371]",0.041001081466674805
70,../geological_similarity/schist/G4YPH.jpg,"[8722 6632 8209 5468 6949 7511 8871 6787 6459 7325 7282 5568 5119 5142
 6619 5745 6212 7877 5844 7697 6616 5437 8674 9951 6726 7103 7804 6803
 8569 5534 7824 5361 6183 9269 6689 7302 6096 8413 5257 5174 9199 9387
 9608 9321 9186 9946 5991 6012 8065 5390]",0.0390012264251709
71,../geological_similarity/andesite/X26UR.jpg,"[6949 5568 7325 6459 5468 7282 5119 5142 6619 5745 6787 8209 7877 9951
 7804 6616 5534 8674 8569 5174 9269 9199 9608 5844 5361 9186 8413 7824
 6096 9321 9387 6387 7302 6945 6012 9613 5390 9595 5991 5802 6803 9946
 9369 5139 7103 6272 9575 7363 7371 8065]",0.0559992790222168
72,../geological_similarity/rhyolite/C0V9N.jpg,"[6949 5468 6459 7325 5568 7282 5119 5142 6619 6787 5745 8209 7877 6616
 9951 7804 5534 8674 8569 9269 9608 5361 9186 9199 5174 5844 8413 7824
 6096 6945 9595 9387 9321 6868 9613 6012 9369 6803 5390 7103 9946 5991
 5139 7302 9575 7371 7363 6726 5802 6387]",0.05000448226928711
